image_names,label,2,3,4,5,6
900230.jpg,0,119.5648457,0.463800617,0.971840609,0.032901796,4.518168943
900235.jpg,0,124.5881133,0.455108486,0.969808674,0.032803723,4.605169449
900240.jpg,0,111.4283662,0.484309309,0.972046609,0.035762309,4.277835104
900245.jpg,0,116.9195953,0.474762845,0.971048414,0.035937228,4.334506829
900250.jpg,0,119.0762468,0.469340386,0.971222836,0.035607242,4.363045018
900255.jpg,0,122.6170764,0.455041328,0.970843589,0.035453387,4.587051088
900260.jpg,0,107.6559433,0.466295987,0.974073138,0.037353427,4.319129995
900265.jpg,0,106.3336065,0.463998291,0.974803109,0.038199067,4.369155286
900270.jpg,0,110.8459686,0.464092412,0.973934944,0.037919079,4.433161356
900275.jpg,0,115.3489934,0.453882428,0.972636727,0.036569891,4.560586748
900280.jpg,0,119.2476378,0.456522242,0.970432149,0.036308663,4.483348508
900285.jpg,0,107.5039858,0.470432891,0.972234107,0.03832762,4.176317653
900290.jpg,0,98.10529084,0.494762426,0.973525876,0.041294871,3.84687911
900295.jpg,0,92.03952453,0.496450743,0.975642009,0.042550784,3.761770359
900300.jpg,0,84.16031361,0.517867821,0.977980152,0.045948128,3.600495701
900305.jpg,0,87.48338897,0.49545319,0.976967789,0.042509461,3.70491654
900310.jpg,0,86.86217501,0.492579296,0.976680975,0.041497859,3.692341932
900315.jpg,0,84.09208902,0.491978135,0.977024515,0.040167903,3.623722812
900320.jpg,0,87.8503996,0.483939815,0.975347271,0.039265966,3.692139605
900325.jpg,0,85.10651492,0.475777474,0.975769263,0.038459366,3.695042994
900330.jpg,0,83.81392008,0.485400664,0.975903301,0.039419032,3.567465857
900335.jpg,0,75.17658068,0.485348254,0.977717454,0.039951218,3.441345473
900340.jpg,0,72.23093576,0.48638232,0.978295049,0.039974294,3.365037936
900345.jpg,0,78.18643399,0.497101717,0.979635102,0.06077756,3.473070309
900350.jpg,0,81.51810824,0.507073627,0.977663769,0.039896728,3.401305008
900355.jpg,0,86.13115832,0.550677497,0.977223654,0.121067157,3.310520991
900360.jpg,0,78.98550329,0.516643458,0.978889191,0.041290817,3.375953465
900365.jpg,0,74.29312089,0.50880585,0.978260583,0.040536606,3.28964087
900370.jpg,0,77.71149216,0.534486636,0.978805499,0.095049659,3.344855842
900375.jpg,0,82.03878604,0.497302727,0.978025956,0.03781106,3.562549317
900380.jpg,0,84.52028326,0.498874953,0.976583351,0.038479621,3.607425392
900385.jpg,0,74.34214466,0.487205592,0.978497286,0.037525374,3.536722307
900390.jpg,0,69.01902883,0.491048213,0.979853711,0.037657929,3.372432979
900395.jpg,0,63.59354578,0.490187592,0.98141265,0.037392169,3.298937785
900400.jpg,0,64.04264036,0.485466789,0.981120987,0.03658129,3.338725341
900405.jpg,0,64.47078402,0.483365731,0.980754658,0.0362459,3.351714719
900410.jpg,0,61.48912494,0.491732063,0.980870407,0.037134884,3.224522003
900415.jpg,0,60.37778452,0.502894599,0.980600352,0.038516532,3.15969651
900420.jpg,0,64.03860395,0.496486439,0.98179601,0.040509637,3.285240263
900425.jpg,0,58.50419828,0.518358283,0.981483944,0.038602668,3.012564492
900430.jpg,0,53.32077896,0.559860568,0.985789513,0.10987688,2.82635306
900435.jpg,0,65.81927162,0.499583548,0.980395112,0.038575739,3.246868993
900440.jpg,0,63.25493171,0.493689988,0.979631136,0.036970613,3.179969651
900445.jpg,0,68.91805766,0.534562832,0.980721657,0.103727564,3.164734446
900450.jpg,0,78.9575822,0.501575602,0.976564633,0.040015177,3.465907941
900455.jpg,0,71.66138594,0.511710895,0.975627315,0.040191053,3.257076378
900460.jpg,0,70.4857562,0.496722853,0.97569258,0.038664283,3.315053111
900465.jpg,0,70.40669702,0.500317663,0.975632631,0.038872581,3.299544765
900470.jpg,0,73.23055134,0.486100453,0.974787865,0.037371836,3.387617602
900475.jpg,0,72.85127972,0.480348389,0.97504508,0.036875263,3.434891249
900480.jpg,0,77.28765807,0.487582766,0.973953255,0.037520184,3.441911988
900485.jpg,0,74.46140617,0.494164245,0.975241507,0.038184058,3.361537683
900490.jpg,0,71.06015175,0.498220708,0.976533863,0.039359118,3.304865959
900495.jpg,0,71.79202833,0.494337023,0.976216268,0.039149493,3.351097623
900500.jpg,0,48.67260496,0.62779153,0.984338133,0.220227435,2.416580678
900505.jpg,0,62.57373799,0.577166819,0.984955046,0.125281274,2.90585736
900510.jpg,0,80.41700556,0.529279802,0.977726721,0.042858847,3.479463834
900515.jpg,0,72.47817906,0.508798598,0.978537523,0.03840524,3.405543753
900520.jpg,0,69.39504299,0.515610735,0.980276024,0.043362115,3.345108751
900525.jpg,0,64.69423369,0.561764509,0.982399641,0.119048128,3.078249874
900530.jpg,0,88.52983308,0.496298405,0.977418452,0.038202868,3.745756196
900535.jpg,0,87.86296409,0.494958498,0.976073024,0.038192564,3.730075873
900540.jpg,0,88.00311583,0.497615614,0.97586041,0.039387392,3.670126454
900545.jpg,0,86.46781993,0.492531678,0.97615985,0.039841761,3.649064239
900550.jpg,0,85.47631765,0.489880803,0.976329715,0.040482,3.659443601
900555.jpg,0,88.55351543,0.495058363,0.97626963,0.041970363,3.652918563
900560.jpg,0,87.06552352,0.49593412,0.976565635,0.043216427,3.661153263
900565.jpg,0,87.61094588,0.489433909,0.976290855,0.041503938,3.688477491
900570.jpg,0,88.71024785,0.517107362,0.976207923,0.043559854,3.595528579
900575.jpg,0,71.86918563,0.600583976,0.98148859,0.220650893,2.905644917
900580.jpg,0,79.68430956,0.512910529,0.980618591,0.046535728,3.396439049
900585.jpg,0,70.94597876,0.526783158,0.984068415,0.061741746,3.284087001
900590.jpg,0,68.76601922,0.514917424,0.982830686,0.040924149,3.195255438
900595.jpg,0,67.01098634,0.509988165,0.982854215,0.044298511,3.176165908
900600.jpg,0,73.12039454,0.5476707,0.982857279,0.101449243,3.18892261
900605.jpg,0,71.1093475,0.526195033,0.982761071,0.076343158,3.200455235
900610.jpg,0,75.14324734,0.495710042,0.978876379,0.040151652,3.387475974
900615.jpg,0,83.06812342,0.484823612,0.975101957,0.039606834,3.545877592
900620.jpg,0,83.21907941,0.499103722,0.97547127,0.046647168,3.481638847
900625.jpg,0,81.90992413,0.508032688,0.975211045,0.051509138,3.365058169
900630.jpg,0,78.62053617,0.544593745,0.976556148,0.059545334,3.237450683
900635.jpg,0,76.61102681,0.524953618,0.978736869,0.059095254,3.277996965
900640.jpg,0,81.53775417,0.523997349,0.978165268,0.070957096,3.352524026
900645.jpg,0,88.64081942,0.525930053,0.978146711,0.074130662,3.477744057
900650.jpg,0,104.326525,0.536524995,0.978985823,0.074259331,3.754264036
900655.jpg,0,104.2385028,0.526354248,0.980415518,0.09006512,3.854547294
900660.jpg,0,90.79485078,0.51713329,0.981351969,0.071150745,3.681345473
900665.jpg,0,83.05663126,0.572888041,0.980815682,0.163902095,3.330136571
900670.jpg,0,130.4552858,0.489592151,0.973124608,0.062360975,4.40850784
900675.jpg,0,120.9983207,0.471033523,0.974709267,0.05341289,4.406494689
900680.jpg,0,112.3772787,0.462127526,0.976336441,0.048510784,4.287830046
900685.jpg,0,109.263915,0.464327926,0.977173126,0.049747447,4.23055134
900690.jpg,0,106.6527162,0.497221324,0.978557716,0.056851268,4.02801214
900695.jpg,0,71.50070814,0.480263671,0.984362941,0.053012188,3.544815377
900700.jpg,0,53.70256955,0.497659713,0.987748238,0.042555222,3.080657562
900705.jpg,0,46.11864441,0.520806761,0.98889848,0.072805782,2.928578655
900710.jpg,0,37.93849267,0.503842182,0.990015509,0.043874309,2.73897825
900715.jpg,0,52.53107739,0.5507984,0.986455245,0.117337376,2.766707132
900720.jpg,0,38.35295903,0.553883681,0.989200425,0.124347285,2.602974203
900725.jpg,0,40.08441072,0.489738136,0.989360961,0.042019213,2.871643905
900730.jpg,0,39.16246839,0.489730709,0.989406984,0.043329247,2.827415276
900735.jpg,0,39.85411229,0.488293044,0.989320024,0.04281897,2.847698533
900740.jpg,0,45.19426404,0.489107118,0.987852251,0.044934117,2.927051088
900745.jpg,0,42.76516945,0.488015043,0.988298902,0.043601806,2.911613556
900750.jpg,0,35.0552352,0.61576288,0.988991229,0.203298653,2.274132524
900755.jpg,0,51.47167425,0.50597297,0.988051555,0.071213519,3.105098634
900760.jpg,0,44.09525544,0.490786685,0.988735839,0.039343108,2.926069803
900765.jpg,0,58.19738998,0.527105153,0.985106543,0.113989444,3.083803743
900770.jpg,0,35.41377845,0.577008832,0.988339831,0.134664537,2.461224077
900775.jpg,0,50.78217501,0.473396882,0.98629185,0.040057911,3.225918058
900780.jpg,0,44.76573596,0.473483799,0.987462611,0.041313236,3.071350531
900785.jpg,0,59.6103996,0.461050486,0.983110908,0.040127882,3.383995953
900790.jpg,0,62.41711684,0.464441243,0.982126084,0.041338568,3.401396055
900795.jpg,0,64.69273647,0.460946339,0.981244409,0.042975496,3.467830046
900800.jpg,0,67.12778958,0.552254881,0.977054376,0.16505564,3.11024785
900805.jpg,0,70.92946889,0.514158521,0.981066899,0.113607994,3.292220536
900810.jpg,0,80.72382398,0.476911402,0.976320797,0.039271465,3.68944866
900815.jpg,0,84.79644917,0.506851678,0.976188586,0.120955515,3.718512898
900820.jpg,0,60.27777441,0.588196425,0.982696637,0.18545885,2.840040465
900825.jpg,0,86.92780981,0.438636081,0.976345298,0.036538784,4.13005564
900830.jpg,0,84.24571573,0.438751823,0.976904493,0.040536985,4.082559433
900835.jpg,0,62.67683359,0.453153317,0.982992559,0.043274144,3.579777441
900840.jpg,0,72.78951947,0.451974334,0.980024961,0.043986889,3.740556399
900845.jpg,0,63.647739,0.459401386,0.982771055,0.045454499,3.494881133
900850.jpg,0,60.4919474,0.521634584,0.983238765,0.129800023,3.197582195
900855.jpg,0,66.84271118,0.502068147,0.983671022,0.084145114,3.318786039
900860.jpg,0,71.59834092,0.465543874,0.981841392,0.038868945,3.5579565
900865.jpg,0,62.5193829,0.516834953,0.984854807,0.116312909,3.212392514
900870.jpg,0,54.02914517,0.541300005,0.988563551,0.135700473,3.060809307
900875.jpg,0,63.55961558,0.452518265,0.983187784,0.035386082,3.589802731
900880.jpg,0,61.2998786,0.449157385,0.98251928,0.036348406,3.556509863
900885.jpg,0,63.52424886,0.450860461,0.981650729,0.036149496,3.508791098
900890.jpg,0,58.62570561,0.458573502,0.98309352,0.037624487,3.345948407
900895.jpg,0,51.73363682,0.46579813,0.985295712,0.038123822,3.164633283
900900.jpg,0,57.43738998,0.515131631,0.985361412,0.078489782,3.102296409
900905.jpg,0,59.63809813,0.496667952,0.985930025,0.059497395,3.176125443
900910.jpg,0,54.29019727,0.486417977,0.986192175,0.037990398,3.14132524
900915.jpg,0,54.80317653,0.497774198,0.985293512,0.04302266,3.116095094
900920.jpg,0,61.07668184,0.493744324,0.985688191,0.083377482,3.330440061
900925.jpg,0,68.86092059,0.465835162,0.981773672,0.038120463,3.5856348
900930.jpg,0,58.99749115,0.463514226,0.983459458,0.039364331,3.400283257
900935.jpg,0,53.67364694,0.466766706,0.984956148,0.039599585,3.270187152
900940.jpg,0,56.41422357,0.457804639,0.984133068,0.038641114,3.399028832
900945.jpg,0,58.38425898,0.455376899,0.983861341,0.038039529,3.400586748
900950.jpg,0,55.59481032,0.465258966,0.985802543,0.049016433,3.335953465
900955.jpg,0,46.76780981,0.484899753,0.988431808,0.052903592,3.065594335
900960.jpg,0,57.92281234,0.489218818,0.985523322,0.039273049,3.295477997
900965.jpg,0,54.43046029,0.478254502,0.985203387,0.039329525,3.275720789
900970.jpg,0,59.16614062,0.508133573,0.986105995,0.097996066,3.276570561
900975.jpg,0,75.24963075,0.438010913,0.980847812,0.034276034,3.792412747
900980.jpg,0,71.07283763,0.451140989,0.980859271,0.036850488,3.635123925
900985.jpg,0,59.76559433,0.456032296,0.983390957,0.037347166,3.43928174
900990.jpg,0,64.4539302,0.453801812,0.98179903,0.03781623,3.528568538
900995.jpg,0,66.48546282,0.448137728,0.981219672,0.037248796,3.583955488
901000.jpg,0,66.78737481,0.453305648,0.981197833,0.037495668,3.535660091
901005.jpg,0,71.54705109,0.457366339,0.980384405,0.038008698,3.597875569
901010.jpg,0,65.64899342,0.454844577,0.982758707,0.039221881,3.530652504
901015.jpg,0,60.03481032,0.480761498,0.984580173,0.03725857,3.328750632
901020.jpg,0,64.49351543,0.541703009,0.985717278,0.11769562,3.233080425
901025.jpg,0,65.00479514,0.489295677,0.98441815,0.043404053,3.374425898
901030.jpg,0,52.807304,0.47913002,0.986319949,0.039491615,3.187192716
901035.jpg,0,58.96895296,0.517606743,0.986115404,0.118371566,3.165007587
901040.jpg,0,62.99948407,0.473876595,0.984924288,0.046128451,3.476206373
901045.jpg,0,76.60035407,0.449249999,0.982455904,0.033203267,3.834425898
901050.jpg,0,69.71855336,0.445272011,0.982286416,0.034257117,3.686707132
901055.jpg,0,71.91075367,0.449004816,0.980753174,0.035906915,3.651674254
901060.jpg,0,60.82793121,0.454541435,0.983345279,0.037304734,3.437056146
901065.jpg,0,59.04898331,0.453226996,0.983734996,0.037880902,3.418614062
901070.jpg,0,61.0324431,0.448124005,0.983183578,0.037962094,3.472524026
901075.jpg,0,65.0656955,0.443390379,0.982354754,0.037324755,3.579747092
901080.jpg,0,67.14774911,0.481018561,0.981956031,0.040956066,3.494436014
901085.jpg,0,59.76845726,0.477465178,0.983966364,0.04112667,3.335214972
901090.jpg,0,51.96108245,0.489164426,0.986938589,0.039025732,3.100627213
901095.jpg,0,46.83825999,0.529242146,0.989763035,0.095827519,2.866363177
901100.jpg,0,49.08516945,0.484560063,0.988262468,0.040175882,3.064653515
901105.jpg,0,47.8129388,0.480787744,0.987840118,0.037511736,3.052311583
901110.jpg,0,43.6860698,0.497080431,0.988831879,0.046712692,2.898330804
901115.jpg,0,55.02205362,0.493479244,0.987573574,0.059730819,3.163884674
901120.jpg,0,62.56939808,0.466289078,0.985594731,0.042833815,3.42030349
901125.jpg,0,58.73623672,0.468269077,0.985083553,0.037937109,3.295204856
901130.jpg,0,54.49264542,0.467915944,0.985835875,0.037829271,3.216995448
901135.jpg,0,54.1476176,0.474684073,0.98580062,0.039861524,3.193869499
901140.jpg,0,53.01335357,0.508137756,0.985641123,0.043380312,3.061810824
901145.jpg,0,50.80650481,0.495272924,0.986155228,0.041690154,3.051097623
901150.jpg,0,52.32435003,0.487589454,0.985843239,0.04133503,3.109135053
901155.jpg,0,52.05719777,0.47671554,0.986089265,0.03969867,3.155852301
901160.jpg,0,47.29172484,0.475490704,0.987426854,0.039446752,3.068841679
901165.jpg,0,42.48799191,0.552670639,0.988229172,0.156189047,2.704663632
901170.jpg,0,42.98989378,0.52447063,0.990770933,0.09678793,2.833050076
901175.jpg,0,50.24135559,0.493931939,0.988504266,0.046343846,3.122367223
901180.jpg,0,48.66312595,0.482661955,0.987927343,0.037075091,3.097824987
901185.jpg,0,47.7206171,0.486472383,0.987948201,0.042282938,3.075316136
901190.jpg,0,64.12227618,0.525297783,0.983335807,0.090598163,3.16964087
901195.jpg,0,55.94824482,0.476186304,0.986562792,0.038070117,3.249327264
901200.jpg,0,57.05137076,0.496616431,0.985516644,0.039106222,3.219180577
901205.jpg,0,54.21811836,0.48031502,0.985802191,0.038308855,3.206949924
901210.jpg,0,49.49972686,0.477424426,0.986706395,0.038174376,3.113687405
901215.jpg,0,49.15939302,0.469770805,0.986720065,0.037446772,3.123864441
901220.jpg,0,49.93610521,0.465441806,0.986537195,0.036999302,3.143874557
901225.jpg,0,48.92273141,0.46218185,0.986780228,0.036827052,3.126717248
901230.jpg,0,49.0731917,0.463807384,0.986842281,0.037224827,3.141800708
901235.jpg,0,50.30415781,0.456973933,0.986469612,0.036100404,3.184704097
901240.jpg,0,53.66810319,0.502462591,0.986575743,0.088023105,3.06162873
901245.jpg,0,50.72867982,0.475337999,0.986960599,0.036984861,3.077389985
901250.jpg,0,64.6712696,0.508121083,0.984439008,0.085600349,3.237116844
901255.jpg,0,53.13474962,0.475649004,0.986817818,0.035052096,3.143732929
901260.jpg,0,49.61440567,0.506640421,0.987506369,0.041421805,2.996985331
901265.jpg,0,67.45709661,0.525927154,0.983992034,0.094495116,3.198118361
901270.jpg,0,54.53589277,0.473184824,0.986714981,0.03753632,3.224269095
901275.jpg,0,55.27271624,0.477026079,0.985898834,0.037480097,3.240141629
901280.jpg,0,51.29768336,0.468937638,0.986352608,0.037542822,3.178168943
901285.jpg,0,46.9250784,0.469547559,0.987405019,0.037828993,3.081537683
901290.jpg,0,46.96351037,0.472020516,0.987307234,0.038623547,3.077622661
901295.jpg,0,50.18388467,0.466946097,0.986529999,0.038377351,3.139757208
901300.jpg,0,53.77342438,0.464674476,0.985620037,0.038221875,3.187546788
901305.jpg,0,52.4835913,0.458782896,0.985832996,0.037442167,3.187202833
901310.jpg,0,46.30722307,0.457613339,0.987335563,0.037229347,3.117663126
901315.jpg,0,45.16238746,0.490281041,0.989024695,0.078236539,2.973070309
901320.jpg,0,50.70803237,0.4896329,0.987424687,0.037035715,3.077096611
901325.jpg,0,64.16494689,0.530049168,0.985221561,0.114425169,3.163571067
901330.jpg,0,56.86352049,0.485032765,0.986277548,0.037126855,3.14831563
901335.jpg,0,51.80867982,0.491248604,0.98669562,0.040689269,3.002893273
901340.jpg,0,56.7800607,0.531505234,0.98566607,0.103002273,2.972999494
901345.jpg,0,51.13310066,0.480783512,0.987256799,0.039792111,3.093586242
901350.jpg,0,60.61107739,0.491780719,0.98483061,0.03874845,3.27066262
901355.jpg,0,53.67211937,0.478473684,0.985953128,0.038052112,3.186211431
901360.jpg,0,51.12046535,0.472308674,0.986279811,0.03784554,3.146363177
901365.jpg,0,49.34498735,0.469085316,0.986707563,0.037453489,3.116479514
901370.jpg,0,48.2778958,0.466149914,0.987051061,0.037232579,3.115933232
901375.jpg,0,48.23416287,0.462226097,0.987052315,0.036995333,3.12911482
901380.jpg,0,50.9410521,0.464098972,0.986412859,0.037522489,3.158351037
901385.jpg,0,54.60914517,0.46102538,0.985417017,0.037396572,3.209853313
901390.jpg,0,49.28056651,0.464045702,0.987807606,0.047582434,3.183429439
901395.jpg,0,45.46914517,0.486382019,0.988336502,0.038636709,3.021031866
901400.jpg,0,49.37179565,0.537616547,0.988951744,0.128071474,2.97035913
901405.jpg,0,45.58466363,0.493741382,0.988703751,0.040231258,2.969731917
901410.jpg,0,42.48460293,0.518944856,0.988875911,0.041516376,2.797440567
901415.jpg,0,42.97649975,0.51700149,0.989113565,0.054935018,2.830217501
901420.jpg,0,56.25960546,0.476632667,0.986470195,0.04077986,3.272635306
901425.jpg,0,63.57101669,0.476772122,0.984665624,0.036559211,3.391026808
901430.jpg,0,60.81921093,0.469283228,0.984309803,0.036880147,3.335002529
901435.jpg,0,58.57171472,0.46868516,0.984142629,0.037822529,3.26585736
901440.jpg,0,50.59091553,0.470537932,0.986110633,0.0388969,3.122953971
901445.jpg,0,52.94152757,0.4622278,0.98550314,0.037318714,3.200384421
901450.jpg,0,57.36903389,0.457508264,0.984247792,0.036830173,3.261901872
901455.jpg,0,56.97483055,0.456876987,0.984384659,0.037002323,3.243237228
901460.jpg,0,56.35822964,0.456778037,0.984575945,0.036593713,3.203125948
901465.jpg,0,56.81679312,0.453840544,0.984399148,0.035851913,3.223146181
901470.jpg,0,45.3332524,0.628794402,0.989119059,0.224146213,2.324977238
901475.jpg,0,65.47673242,0.534648744,0.986502418,0.103451741,3.138421851
901480.jpg,0,55.81971674,0.485584609,0.986686185,0.038081218,3.184714213
901485.jpg,0,52.23512393,0.482388903,0.986678965,0.03651507,3.114334851
901490.jpg,0,49.32267071,0.497429025,0.987623448,0.047832331,2.992736469
901495.jpg,0,62.50815377,0.539906391,0.986393981,0.130638147,3.076570561
901500.jpg,0,48.04667678,0.582378361,0.990725491,0.180729945,2.618533131
901505.jpg,0,69.4758523,0.450417482,0.98299707,0.034314141,3.61118867
901510.jpg,0,61.04106222,0.459057643,0.98405344,0.036971067,3.410409712
901515.jpg,0,56.86788063,0.46193645,0.984702349,0.03703694,3.29814871
901520.jpg,0,59.86897319,0.466251846,0.983692889,0.037222831,3.29466869
901525.jpg,0,61.02244815,0.465647019,0.983397313,0.037986179,3.311917046
901530.jpg,0,67.67654021,0.495146275,0.981745804,0.040220142,3.370440061
901535.jpg,0,63.89854325,0.480532088,0.982662907,0.039294497,3.391654021
901540.jpg,0,61.3952352,0.473366951,0.983265306,0.038345725,3.371421345
901545.jpg,0,52.29901872,0.584145694,0.985696604,0.187157096,2.710085989
901550.jpg,0,60.35211937,0.473312653,0.98511317,0.040590086,3.344167931
901555.jpg,0,73.57190693,0.499257952,0.982295937,0.085427471,3.538239757
901560.jpg,0,66.77223065,0.470085463,0.98218756,0.036059391,3.355902883
901565.jpg,0,65.1293475,0.476288581,0.982909299,0.041753356,3.324936773
901570.jpg,0,68.86374305,0.514399748,0.983413998,0.107491996,3.338300455
901575.jpg,0,54.47636823,0.498292849,0.988046521,0.09455427,3.17682347
901580.jpg,0,64.4639656,0.454828524,0.983310898,0.035390487,3.513191705
901585.jpg,0,63.33303996,0.450462777,0.98316174,0.036046032,3.508052605
901590.jpg,0,66.02764795,0.482885173,0.982382289,0.039911242,3.446848761
901595.jpg,0,62.94002023,0.467658111,0.983413669,0.039103607,3.45221042
901600.jpg,0,66.27011634,0.461648547,0.982560613,0.039015498,3.479443601
901605.jpg,0,63.05820941,0.462450434,0.983546675,0.040218603,3.444127466
901610.jpg,0,62.24153768,0.461411368,0.983739715,0.041394873,3.432149722
901615.jpg,0,58.09524532,0.474321728,0.98596106,0.057286729,3.332149722
901620.jpg,0,54.81351543,0.494704628,0.987257735,0.064676162,3.161112797
901625.jpg,0,67.67507334,0.490195688,0.985092473,0.047354358,3.380789074
901630.jpg,0,66.20342944,0.489644355,0.98457446,0.050466223,3.315457764
901635.jpg,0,70.30591806,0.528416684,0.984834007,0.131589807,3.339119879
901640.jpg,0,69.78670713,0.474711121,0.983085279,0.047911083,3.505149216
901645.jpg,0,68.15984825,0.473951907,0.983341514,0.050335032,3.460667678
901650.jpg,0,75.3280526,0.499297881,0.98145927,0.054575114,3.528720283
901655.jpg,0,67.50232676,0.483267913,0.982856115,0.046721465,3.479625695
901660.jpg,0,68.39396055,0.471804074,0.982405153,0.044286628,3.561487102
901665.jpg,0,75.45669196,0.459423029,0.980435947,0.039714411,3.69784522
901670.jpg,0,56.19490137,0.478619187,0.986721826,0.050887241,3.297218007
901675.jpg,0,66.49342438,0.478968335,0.985124634,0.035885398,3.480273141
901680.jpg,0,78.04955994,0.472369922,0.98157183,0.036552282,3.573404148
901685.jpg,0,83.41167425,0.528739119,0.981825022,0.126975733,3.492807284
901690.jpg,0,80.94791098,0.452760495,0.98113526,0.034920069,3.804056651
901695.jpg,0,77.28329793,0.446811041,0.980761303,0.034664677,3.736570561
901700.jpg,0,81.06169954,0.425489392,0.979437508,0.031522525,3.944087001
901705.jpg,0,80.04296409,0.426092065,0.979469893,0.031763706,3.924137582
901710.jpg,0,91.85019727,0.458804654,0.975762673,0.034545761,3.953080425
901715.jpg,0,76.17439555,0.448343129,0.980396298,0.034457295,3.724400607
901720.jpg,0,49.88234699,0.51103134,0.988388999,0.095206023,3.032372281
901725.jpg,0,66.41545776,0.477146067,0.984444205,0.036536129,3.395933232
901730.jpg,0,67.08940819,0.485438523,0.982900463,0.038867747,3.247951442
901735.jpg,0,63.1809307,0.535868792,0.984950552,0.114641435,3.070925645
901740.jpg,0,65.83893778,0.484639755,0.985044868,0.042736091,3.321952453
901745.jpg,0,58.59204856,0.477856163,0.98590993,0.038054778,3.237531614
901750.jpg,0,59.35660091,0.483715473,0.985160213,0.039070465,3.215781487
901755.jpg,0,70.65423369,0.47928158,0.981322418,0.037004933,3.476327769
901760.jpg,0,73.74855842,0.464847795,0.979894708,0.034850692,3.577693475
901765.jpg,0,75.02891249,0.46416583,0.978189396,0.035092265,3.611997977
901770.jpg,0,60.05296915,0.592270768,0.986421924,0.173847562,2.797309054
901775.jpg,0,61.12215478,0.5429603,0.984752111,0.11899033,3.12132524
901780.jpg,0,62.86485584,0.512705017,0.980442597,0.039390146,3.173201821
901785.jpg,0,71.65050076,0.538067596,0.98083113,0.096093107,3.293495195
